56|Kids of the Round Table (1995)|Adventure Fantasy|0.00943851936608553 0.35288187861442566 0.0 0.0 0.6234238147735596 0.5664010643959045 0.017482616007328033 0.0 0.021282557398080826 0.03239396587014198 0.0 0.0 0.038075827062129974 0.0 0.38665446639060974 0.2646060287952423 0.35108140110969543 0.5868048071861267 0.11617863923311234 0.0 0.29572758078575134 0.0 0.0 0.003962252289056778 0.307500243186950756|1995|4.8
60|Indian in the Cupboard, The (1995)|Adventure Fantasy|0.07387305796146393 0.5729765892028809 0.2725653052330017 0.08773493021726608 0.47021961212158203 0.2654116749763489 0.004808406811207533 0.18802665174007416 0.05491947382688522 0.07955888658761978 0.0949115976691246 0.0 0.08738019317388535 0.14982494711875916 0.6751716136932373 0.0947330966591835 0.14725251495838165 0.39944711327552795 0.2983297109603882 0.07948672026395798 0.14303188025951385 0.20702087879180908 0.0815199762582779 0.0869046300649643 0.788072228431701760|1995|6.0
86|White Squall (1996)|Adventure|0.035027723759412766 0.35877034068107605 0.15614528954029083 0.028925731778144836 0.5833225250244141 0.15909060835838318 0.34528395533561707 0.10542989522218704 0.022349372506141663 0.08817008137702942 0.04895802214741707 0.19006478786468506 0.26556363701820374 0.11608920246362686 0.5952122807502747 0.39049768447875977 0.058381833136081696 0.2983216643333435 0.09880863130092621 0.02030060440301895 0.32290804386138916 0.15795797109603882 0.05267561599612236 0.022349365055561066 0.958993613719940286|1996|6.6
95|Broken Arrow (1996)|Adventure|0.030667243525385857 0.35722875595092773 0.08583074808120728 0.0 0.4120648205280304 0.2931552529335022 0.060012247413396835 0.010040164925158024 0.021201152354478836 0.1665811389684677 0.001707442570477724 0.05986179783940315 0.29199734330177307 0.0626685693860054 0.36839979887008667 0.2434777468442917 0.08301261812448502 0.22284232079982758 0.06538787484169006 0.0 0.641457200050354 0.023656604811549187 0.019162509590387344 0.02496226318180561 1.021378874778747695|1996|6.0
101|Bottle Rocket (1996)|Adventure|0.06779083609580994 0.17257337272167206 0.2953972816467285 0.10096871107816696 0.08215294033288956 0.06655485183000565 0.36633333563804626 0.37822425365448 0.005093116778880358 0.5477538704872131 0.0730992928147316 0.3871801793575287 0.5659476518630981 0.4751078188419342 0.7581620216369629 0.14872319996356964 0.02217332273721695 0.09057991206645966 0.2485089749097824 0.08036857098340988 0.10805877298116684 0.5760958790779114 0.2168344110250473 0.06429404765367508 0.6931153535842896101|1996|7.0
107|Muppet Treasure Island (1996)|Adventure|0.08853500336408615 0.11514214426279068 0.18781781196594238 0.0 0.3399328291416168 0.4233836233615875 0.02536919340491295 0.31247076392173767 0.059230756014585495 0.21462218463420868 0.09449448436498642 0.06522851437330246 0.2069750279188156 0.27520301938056946 1.1759214401245117 0.09064856916666031 0.21008507907390594 0.012852623127400875 0.23997914791107178 0.013717583380639553 0.16685576736927032 0.0 0.05770227313041687 0.056026019155979156 0.6584050059318542107|1996|7.0
112|Rumble in the Bronx (Hont faan kui) (1995)|Adventure|0.04588433355093002 0.2506128251552582 0.15698444843292236 0.01313958503305912 0.06734014302492142 0.31594398617744446 0.020290175452828407 0.18026202917099 0.02101665921509266 0.5315110087394714 0.037338465452194214 0.0 0.4560670554637909 0.34553712606430054 0.6590017080307007 0.07464480400085449 0.0752013549208641 0.1795956939458847 0.18096823990345 0.021147577092051506 0.35032084584236145 0.06137724593281746 0.0384976863861084 0.07707098126411438 1.055629014968872112|1995|6.7
120|Race the Sun (1996)|Adventure|0.0 0.11337871849536896 0.005782171152532101 0.23115938901901245 0.5540247559547424 0.5521574020385742 0.4406917989253998 0.0 0.04827091470360756 0.2549542188644409 0.049681875854730606 0.009269649162888527 0.0 0.021134747192263603 0.5941612124443054 0.29292941093444824 0.2820222079753876 0.2912311553955078 0.14078564941883087 0.12522365152835846 0.6365370154380798 0.06010029837489128 0.0 0.02519146166741848 0.5873801708221436120|1996|5.4
126|NeverEnding Story III, The (1994)|Adventure Fantasy|0.010399502702057362 0.5184919834136963 0.0 0.06453955918550491 0.6531478762626648 0.750438928604126 0.11154153943061829 0.04765326529741287 0.08607464283704758 0.0 0.11629071086645126 0.0 0.1464741975069046 0.0 0.3338356018066406 0.14927415549755096 0.3115014135837555 0.3996311128139496 0.22481819987297058 0.12356864660978317 0.3509943187236786 0.08963997662067413 0.09119977056980133 0.07252649962902069 0.3751353621482849126|1994|3.2
146|Amazing Panda Adventure, The (1995)|Adventure|0.09612388908863068 0.5597096681594849 0.26030176877975464 0.03922221437096596 0.6664512753486633 0.5715432167053223 0.06429597735404968 0.17500992119312286 0.09980785846710205 0.0 0.12190693616867065 0.0 0.011028316803276539 0.05286160483956337 0.5928165912628174 0.3577130138874054 0.2545218765735626 0.4392905533313751 0.15697406232357025 0.054006416350603104 0.3055930435657501 0.0 0.0674649029970169 0.06747850030660629 0.4029902219772339146|1995|5.8
150|Apollo 13 (1995)|Adventure|0.04002510383725166 0.4762241840362549 0.4273574650287628 0.04113601893186569 0.4783289432525635 0.06504368782043457 0.2303198128938675 0.05579817295074463 0.03250778838992119 0.12384301424026489 0.05577244609594345 0.2841337323188782 0.08240287005901337 0.33973419666290283 0.7383477091789246 0.1853182464838028 0.012813745997846127 0.12067132443189621 0.06758451461791992 0.026744859293103218 0.36320653557777405 0.26587146520614624 0.05181879922747612 0.03197304159402847 1.171203374862671150|1995|7.6
153|Batman Forever (1995)|Adventure|0.023615166544914246 0.3042221963405609 0.03150282800197601 0.03063197061419487 0.39107546210289 0.3689587116241455 0.050775397568941116 0.022433746606111526 0.020336583256721497 0.13230860233306885 0.0047125741839408875 0.02840004302561283 0.31731969118118286 0.0011805497342720628 0.6654148697853088 0.09003037214279175 0.14080816507339478 0.19934970140457153 0.11545771360397339 0.02469152770936489 0.4913942217826843 0.023307573050260544 0.01297880057245493 0.027498580515384674 0.8148683905601501153|1995|5.4
155|Beyond Rangoon (1995)|Adventure|0.020684482529759407 0.30680540204048157 0.22782397270202637 0.15558551251888275 0.5224624872207642 0.25578978657722473 0.3911498785018921 0.17057117819786072 0.0326063334941864 0.24055296182632446 0.08484294265508652 0.021977435797452927 0.2815776765346527 0.14785052835941315 0.4169195890426636 0.17622141540050507 0.06913536787033081 0.43759921193122864 0.24629642069339752 0.10585354268550873 0.1635095775127411 0.4270525574684143 0.12791934609413147 0.06525918841362 0.973476231098175155|1995|6.6
158|Casper (1995)|Adventure|0.056921832263469696 0.5295909643173218 0.18843351304531097 0.04838255047798157 0.5723230838775635 0.460809588432312 0.0 0.09919337928295135 0.03712034225463867 0.008822922594845295 0.023032721132040024 0.0 0.16210518777370453 0.0 0.7946209907531738 0.2306414693593979 0.20500801503658295 0.31430938839912415 0.1722714602947235 0.02226068638265133 0.3586122393608093 0.0 0.014660598710179329 0.03371233120560646 0.5914722681045532158|1995|6.1
160|Congo (1995)|Adventure|0.06664856523275375 0.2936784029006958 0.002450833097100258 0.0006464493344537914 0.5856583714485168 0.5068673491477966 0.11444206535816193 0.054604869335889816 0.03632720187306404 0.0 0.018971774727106094 0.021614987403154373 0.3003610074520111 0.0 0.2822034955024719 0.23219901323318481 0.19538196921348572 0.21641060709953308 0.010981135070323944 0.0 0.6497492790222168 0.0 0.012883118353784084 0.01738521084189415 0.7067907452583313160|1995|5.2
169|Free Willy 2: The Adventure Home (1995)|Adventure|0.06389380991458893 0.7189218401908875 0.22160948812961578 0.03383995220065117 0.7303093075752258 0.5568556189537048 0.0 0.0 0.09004734456539154 0.0 0.06566417962312698 0.0 0.0 0.0 0.43906036019325256 0.2745455205440521 0.25811246037483215 0.3917541801929474 0.12738583981990814 0.027395157143473625 0.37546834349632263 0.0 0.0 0.042932428419589996 0.2391538918018341169|1995|5.0
170|Hackers (1995)|Adventure|0.010869795456528664 0.010694185271859169 0.07179948687553406 0.05406917259097099 0.4496603310108185 0.4324526786804199 0.33479204773902893 0.16429677605628967 0.01846468634903431 0.2796342074871063 0.017252130433917046 0.03306736797094345 0.5034947395324707 0.0 0.5825976729393005 0.30847302079200745 0.15024474263191223 0.26362675428390503 0.05178351700305939 0.008073976263403893 0.4502359926700592 0.033031899482011795 0.027384432032704353 0.007956493645906448 0.8577166199684143170|1995|6.2
188|Prophecy, The (1995)|Fantasy|0.06580882519483566 0.0 0.01092270202934742 0.014308810234069824 0.2270258516073227 0.2943577766418457 0.36214107275009155 0.2740136384963989 0.010888556949794292 0.2849480211734772 0.024464761838316917 0.2719707787036896 0.7024580240249634 0.13630227744579315 0.5421850085258484 0.20826885104179382 0.1547776162624359 0.2900198698043823 0.04049842059612274 0.0037291133776307106 0.30057305097579956 0.05625186488032341 0.03449783846735954 0.03300365060567856 0.9541348218917847188|1995|6.5
189|Reckless (1995)|Fantasy|0.08356635272502899 0.21715182065963745 0.3092882037162781 0.07634592801332474 0.3101368248462677 0.2226640284061432 0.18103206157684326 0.2817308008670807 0.02750883437693119 0.2605358362197876 0.07695462554693222 0.2359996736049652 0.2980045676231384 0.28859686851501465 0.40096887946128845 0.2097143977880478 0.060052402317523956 0.32149362564086914 0.2575325071811676 0.06844936311244965 0.1319517195224762 0.32154765725135803 0.18044768273830414 0.08684758096933365 0.7931233048439026189|1995|5.3
201|Three Wishes (1995)|Fantasy|0.10505953431129456 0.40253502130508423 0.16346709430217743 0.037434596568346024 0.6658657193183899 0.3543786108493805 0.1424625962972641 0.18449532985687256 0.07177945226430893 0.0 0.11228486150503159 0.1323782503604889 0.06666193157434464 0.08705206215381622 0.5434354543685913 0.21867680549621582 0.16877514123916626 0.4755741059780121 0.11093500256538391 0.04099782556295395 0.25919610261917114 0.03026505745947361 0.08606117963790894 0.060564007610082626 0.7434916496276855201|1995|6.1
208|Waterworld (1995)|Adventure|0.07631397992372513 0.2802447974681854 0.0 0.0 0.45625367760658264 0.39522889256477356 0.1558600813150406 0.07336211949586868 0.023745128884911537 0.04531839117407799 0.01641315408051014 0.11295405775308609 0.44941988587379456 0.0212369617074728 0.38771459460258484 0.0 0.170210063457489 0.15593545138835907 0.0362982414662838 0.013623109087347984 0.5714465379714966 0.0 0.02873586118221283 0.03315931558609009 0.8903015851974487208|1995|6.2
212|Bushwhacked (1995)|Adventure|0.042060621082782745 0.42946335673332214 0.0 0.029723357409238815 0.43625733256340027 0.6415175795555115 0.0 0.0 0.04886511713266373 0.16914775967597961 0.028093036264181137 0.0 0.30101242661476135 0.05389680340886116 0.5530954003334045 0.4319150447845459 0.1471419632434845 0.13539426028728485 0.0 0.017220722511410713 0.6340585947036743 0.0 0.0 0.007265404798090458 0.33770155906677246212|1995|5.6
231|Dumb & Dumber (Dumb and Dumber) (1994)|Adventure|0.14399801194667816 0.35144755244255066 0.014044715091586113 0.0015163185307756066 0.0 0.0 0.11918148398399353 0.030451837927103043 0.0 0.46922236680984497 0.023013504222035408 0.5184385180473328 0.5973899364471436 0.4140285551548004 0.8045002818107605 0.45235565304756165 0.0 0.0 0.0 0.006281022448092699 1.0736864805221558 0.10907264798879623 0.07636241614818573 0.006368628703057766 0.18666282296180725231|2019|8.1
238|Far From Home: The Adventures of Yellow Dog (1995)|Adventure|0.11181186884641647 0.5933169722557068 0.4487168788909912 0.055645111948251724 0.6042618155479431 0.3837583363056183 0.012912018224596977 0.21955643594264984 0.08976182341575623 0.0 0.11903508752584457 0.1293758898973465 0.0019426995422691107 0.13766737282276154 0.6716089248657227 0.32418376207351685 0.18625548481941223 0.40781915187835693 0.21628394722938538 0.0406942255795002 0.20809002220630646 0.11152926087379456 0.08658859878778458 0.06902611255645752 0.5437784194946289238|1995|6.4
239|Goofy Movie, A (1995)|Animation|0.08951292932033539 0.3758082985877991 0.21059808135032654 0.0 0.4327225387096405 0.4203735589981079 0.009536795318126678 0.15932562947273254 0.05457554757595062 0.05815808102488518 0.04005715623497963 0.14926941692829132 0.19699648022651672 0.14556628465652466 0.9429579973220825 0.16716210544109344 0.23730161786079407 0.15340887010097504 0.14216817915439606 0.002419543219730258 0.40712806582450867 0.0 0.03063718043267727 0.034826602786779404 0.5224770903587341239|1995|6.8
243|Gordy (1995)|Fantasy|0.10081402212381363 0.6271995902061462 0.17190800607204437 0.08574151992797852 0.5758655667304993 0.6195523738861084 0.06511863321065903 0.07577132433652878 0.09602176398038864 0.0 0.11029216647148132 0.051454368978738785 0.09260409325361252 0.02102874591946602 0.39370089769363403 0.40319108963012695 0.3508743941783905 0.5405239462852478 0.12955531477928162 0.09476298093795776 0.29042911529541016 0.03745130077004433 0.03941333666443825 0.06137879192829132 0.20402754843235016243|1995|3.8
244|Gumby: The Movie (1995)|Animation|0.09800102561712265 0.2320459932088852 0.0 0.0 0.22099611163139343 0.4976526200771332 0.18740656971931458 0.4408325254917145 0.038717251271009445 0.20716576278209686 0.052393410354852676 0.009444920346140862 0.5489201545715332 0.03145445138216019 0.7733870148658752 0.1838502734899521 0.3660861849784851 0.1901654303073883 0.250294953584671 0.014560563489794731 0.2182074636220932 0.0 0.0670999065041542 0.07077602297067642 0.2300158143043518244|1995|6.3
258|Kid in King Arthur's Court, A (1995)|Adventure Fantasy|0.06748297810554504 0.4581890404224396 0.2043052315711975 0.04441847652196884 0.6516291499137878 0.6458597183227539 0.0 0.05750277638435364 0.0845894068479538 0.0 0.06746097654104233 0.0 0.0 0.0 0.5680566430091858 0.32994744181632996 0.2667844295501709 0.3554624021053314 0.1452452838420868 0.033381711691617966 0.3916779160499573 0.0 0.007332385517656803 0.0458601675927639 0.4141838848590851258|1995|4.7
260|Star Wars: Episode IV - A New Hope (1977)|Adventure|0.07834653556346893 0.17316235601902008 0.30668675899505615 0.042894769459962845 0.03715052083134651 0.12045841664075851 0.11367690563201904 0.21855635941028595 0.025393633171916008 0.1498086154460907 0.05142941698431969 0.5852353572845459 0.25817248225212097 0.427165687084198 0.9799860119819641 0.05051747336983681 0.07477331906557083 0.03613416850566864 0.1194995567202568 0.0664115771651268 0.28566884994506836 0.1357915997505188 0.0618894025683403 0.05569157004356384 1.4039373397827148260|1977|8.6
265|Like Water for Chocolate (Como agua para chocolate) (1992)|Fantasy|0.0 0.3383857309818268 0.3029267191886902 0.15823163092136383 0.4521404206752777 0.055376943200826645 0.28677573800086975 0.17023932933807373 0.0010410620598122478 0.3558942973613739 0.044647466391325 0.011996347457170486 0.376933753490448 0.31331154704093933 0.7935476303100586 0.0 0.02821623720228672 0.4005492627620697 0.37233972549438477 0.12144869565963745 0.0 0.7610384821891785 0.06209948658943176 0.06549409031867981 0.9006222486495972265|1992|7.1
313|Swan Princess, The (1994)|Animation|0.06847240775823593 0.336143434047699 0.3313824236392975 0.012905447743833065 0.6367002725601196 0.3751330077648163 0.13232025504112244 0.13927514851093292 0.0740257129073143 0.02050004154443741 0.06711602210998535 0.15937241911888123 0.09471257776021957 0.050971757620573044 0.8863053321838379 0.12032295018434525 0.2438461035490036 0.2542886734008789 0.19787132740020752 0.028081441298127174 0.2668168544769287 0.0 0.041259247809648514 0.05583624541759491 0.4857354760169983313|1998|5.7
314|Secret of Roan Inish, The (1994)|Fantasy|0.024930613115429878 0.32936957478523254 0.38560575246810913 0.13599182665348053 0.3618850111961365 0.14281150698661804 0.2724315822124481 0.28713691234588623 0.025832846760749817 0.40046119689941406 0.09423951804637909 0.061738383024930954 0.236015185713768 0.41565385460853577 0.7508958578109741 0.005973640829324722 0.07627624273300171 0.3484746515750885 0.421535462141037 0.12263163924217224 0.0 0.5648953914642334 0.14236854016780853 0.1093076840043068 0.8941485285758972314|1994|7.5
316|Stargate (1994)|Adventure|0.07532437890768051 0.0 0.09179940074682236 0.0 0.3279475271701813 0.35199055075645447 0.3141557276248932 0.16949154436588287 0.039792485535144806 0.11554902046918869 0.03610919415950775 0.213971808552742 0.2928057610988617 0.03296623006463051 0.605660617351532 0.15486404299736023 0.18623709678649902 0.18410049378871918 0.0 0.0 0.5221418738365173 0.0 0.02381269447505474 0.02511489950120449 1.126630425453186316|1994|7.1
317|Santa Clause, The (1994)|Fantasy|0.05920763686299324 0.4535262882709503 0.34721362590789795 0.02055901288986206 0.4863155782222748 0.3541054129600525 0.003250678302720189 0.04185112938284874 0.060310736298561096 0.0011167710181325674 0.0470605194568634 0.07057461887598038 0.0 0.03659084439277649 0.7805402874946594 0.3722212612628937 0.137804314494133 0.27268752455711365 0.06510122865438461 0.006646779365837574 0.4816143214702606 0.0 0.003852655878290534 0.02907113917171955 0.7400858402252197317|1994|6.4
329|Star Trek: Generations (1994)|Adventure|0.1027483344078064 0.058259591460227966 0.06243437901139259 0.04544511064887047 0.38081803917884827 0.323948472738266 0.10461018234491348 0.1443195641040802 0.0768328383564949 0.03473987057805061 0.10326001793146133 0.07813896983861923 0.1455651968717575 0.14408840239048004 0.6757346987724304 0.0 0.17113447189331055 0.11325060576200485 0.11600647121667862 0.051202792674303055 0.39452245831489563 0.04113731533288956 0.062005415558815 0.06891018897294998 1.2221739292144775329|1994|6.6
340|War, The (1994)|Adventure|0.04165288433432579 0.3429642915725708 0.2594558000564575 0.06947729736566544 0.562421977519989 0.22350940108299255 0.37509188055992126 0.15280020236968994 0.028613027185201645 0.0947856530547142 0.0521899089217186 0.18548893928527832 0.3514971435070038 0.13744565844535828 0.6296900510787964 0.2691284120082855 0.09606713056564331 0.3157358765602112 0.12079785764217377 0.017862897366285324 0.25247520208358765 0.28199928998947144 0.061926111578941345 0.027321262285113335 0.779364287853241340|1994|3.9
353|Crow, The (1994)|Fantasy|0.04002530872821808 0.03163570538163185 0.021428950130939484 0.00018479448044672608 0.22194476425647736 0.2696317434310913 0.3827495872974396 0.21974217891693115 0.0 0.31982421875 0.0 0.33689865469932556 0.7678490877151489 0.11396628618240356 0.6911839842796326 0.10333744436502457 0.1483052670955658 0.19549179077148438 0.05659930408000946 0.0 0.34568265080451965 0.1018272340297699 0.010690909810364246 0.013024386018514633 0.9589560627937317353|2013|7.6
355|Flintstones, The (1994)|Fantasy|0.0691114068031311 0.4781557321548462 0.07155951112508774 0.05930691957473755 0.43254759907722473 0.5258817672729492 0.0 0.06753508746623993 0.04809735715389252 0.07917363196611404 0.04656612128019333 0.0 0.12149752676486969 0.0 0.6057657599449158 0.2651064991950989 0.1733321100473404 0.27449890971183777 0.17119000852108002 0.039167020469903946 0.4481143355369568 0.0 0.021207349374890327 0.049366146326065063 0.4630541205406189355|1994|4.9
362|Jungle Book, The (1994)|Adventure|0.08537327498197556 0.5103641748428345 0.360850065946579 0.03023451194167137 0.4276798665523529 0.2008785456418991 0.0 0.21473199129104614 0.05055825039744377 0.03665967285633087 0.09089042991399765 0.10639075189828873 0.25142961740493774 0.2321804016828537 0.899441123008728 0.10741152614355087 0.0966944769024849 0.2567712068557739 0.26378148794174194 0.05222581326961517 0.18132029473781586 0.11854953318834305 0.09124118834733963 0.08110293000936508 0.8163288235664368362|1967|7.6
364|Lion King, The (1994)|Adventure Animation|0.05930998548865318 0.36961209774017334 0.47648510336875916 0.0 0.5481407046318054 0.12701024115085602 0.2584194839000702 0.12069715559482574 0.02690003626048565 0.020520012825727463 0.018829740583896637 0.43836814165115356 0.17795607447624207 0.16926872730255127 1.1383403539657593 0.12276900559663773 0.1395963579416275 0.13379573822021484 0.12225130200386047 0.0 0.36260634660720825 0.1393507570028305 0.03141097351908684 0.019498270004987717 0.7840555310249329364|2019|7.0
367|Mask, The (1994)|Fantasy|0.08863989263772964 0.4517228603363037 0.16786101460456848 0.03433000296354294 0.19529004395008087 0.2559589743614197 0.0 0.09115477651357651 0.023062141612172127 0.2895246744155884 0.04493408277630806 0.08733002841472626 0.36677274107933044 0.21299158036708832 0.7416279315948486 0.19174335896968842 0.06760923564434052 0.14796212315559387 0.10818079113960266 0.038260992616415024 0.6254990100860596 0.08223967999219894 0.07083349674940109 0.049298956990242004 0.7742041349411011367|1994|8.9
368|Maverick (1994)|Adventure|0.0239118505269289 0.20722436904907227 0.21359224617481232 0.016869347542524338 0.442843496799469 0.24059905111789703 0.2603378891944885 0.043112944811582565 0.029972970485687256 0.21414731442928314 0.019344836473464966 0.15441478788852692 0.25578221678733826 0.18759290874004364 0.763237476348877 0.3008701503276825 0.06559670716524124 0.1350155621767044 0.020841607823967934 0.00434542540460825 0.47556066513061523 0.007519014645367861 0.002240134635940194 0.0071068815886974335 0.9727696180343628368|1994|7.0
380|True Lies (1994)|Adventure|0.07238245010375977 0.2906110882759094 0.2901389002799988 0.01648116484284401 0.25391003489494324 0.22134816646575928 0.03163057193160057 0.06151162087917328 0.02740916796028614 0.18923580646514893 0.007884029299020767 0.26080068945884705 0.26206523180007935 0.14402815699577332 0.617647647857666 0.3566147983074188 0.05146978422999382 0.13402391970157623 0.0025224543642252684 0.0 0.54717618227005 0.005659804213792086 0.009552291594445705 0.010681369341909885 1.1530930995941162380|1994|7.2
392|Secret Adventures of Tom Thumb, The (1993)|Adventure Animation|0.21699614822864532 0.27001550793647766 0.07516491413116455 0.07878043502569199 0.2477678507566452 0.2786320149898529 0.17520928382873535 0.7847899794578552 0.05657842382788658 0.25161978602409363 0.20170938968658447 0.11307941377162933 0.5803529024124146 0.39317750930786133 0.757459819316864 0.0 0.27310264110565186 0.2895922362804413 0.4643259346485138 0.13842612504959106 0.0 0.35726088285446167 0.37201768159866333 0.22211454808712006 0.5073409676551819392|1993|7.2
393|Street Fighter (1994)|Adventure Fantasy|0.08061695843935013 0.12260782718658447 0.0 0.019168373197317123 0.27657437324523926 0.6181860566139221 0.0 0.09709250181913376 0.04542221873998642 0.09385330975055695 0.032559365034103394 0.0 0.191488116979599 0.0 0.2702832520008087 0.25942176580429077 0.2643481194972992 0.24242159724235535 0.06077183037996292 0.015564288944005966 0.6012389659881592 0.0 0.008885068818926811 0.03843652456998825 0.4644363224506378393|1994|3.9
405|Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)|Fantasy|0.016301624476909637 0.16153398156166077 0.0 0.005940764676779509 0.5745474696159363 0.6863139867782593 0.0247022844851017 0.0 0.044412244111299515 0.0 0.026949645951390266 0.0 0.3145889341831207 0.0 0.20111240446567535 0.18817590177059174 0.24086681008338928 0.2515837550163269 0.0 0.021044623106718063 0.6538787484169006 0.0 0.0 0.014336732216179371 0.7162700295448303405|1994|4.5
410|Addams Family Values (1993)|Fantasy|0.1263810247182846 0.27596017718315125 0.16269750893115997 0.06789624691009521 0.22423222661018372 0.42497310042381287 0.0 0.3347405791282654 0.031191207468509674 0.4071389138698578 0.05950799584388733 0.009089255705475807 0.3922504186630249 0.13114377856254578 0.741814136505127 0.06664054095745087 0.21538802981376648 0.2509894371032715 0.2805267870426178 0.04373014345765114 0.2407195270061493 0.07103989273309708 0.10689088702201843 0.08916839957237244 0.6825010776519775410|1993|6.7
